"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"72403793728","2022-06-23T00:01:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","70","70",,"+RA:02 |RA |RA",,,"100","29.88","OVC:08 5","29.79","1.50V","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10806/23/22 00:01:02 METAR KDAA 230501Z 00000KT 1 1/2SM +RA OVC005 21/21 A2987 RMK AO2 VIS 1 1/2V2 1/4 SLP117 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T00:06:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","70","70",,"+RA:02 |RA |RA",,,"100","29.87","OVC:08 5","29.78","2.00V","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10006/23/22 00:06:02 METAR KDAA 230506Z 00000KT 2SM +RA OVC005 21/21 A2986 RMK AO2 VIS 1 1/2V2 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T00:11:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","70","70",,"+RA:02 |RA |RA",,,"100","29.87","OVC:08 5","29.78","3.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08806/23/22 00:11:02 METAR KDAA 230511Z 00000KT 3SM +RA OVC005 21/21 A2986 RMK AO2 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T00:16:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","70","70",,"+RA:02 |RA |RA",,,"100","29.87","SCT:04 3 OVC:08 7","29.78","3.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10706/23/22 00:16:02 METAR KDAA 230516Z 00000KT 3SM +RA SCT003 OVC007 21/21 A2986 RMK AO2 CIG 005V007 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T00:21:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","70","70",,"+RA:02 |RA |RA",,,"100","29.87","SCT:04 3 OVC:08 7","29.78","2.50V","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12306/23/22 00:21:02 METAR KDAA 230521Z 00000KT 2 1/2SM +RA SCT003 OVC007 21/21 A2986 RMK AO2 VIS 2 1/2V3 CIG 005V007 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T00:26:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","70","70",,"+RA:02 |RA |RA",,,"100","29.85","SCT:04 3 OVC:08 7","29.77","3.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09506/23/22 00:26:02 METAR KDAA 230526Z 00000KT 3SM +RA SCT003 OVC007 21/21 A2985 RMK AO2 SLP110 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T00:36:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","70","70",,"-RA:02 |RA |RA",,,"100","29.85","FEW:02 3 OVC:08 8","29.77","7.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09506/23/22 00:36:02 METAR KDAA 230536Z 00000KT 7SM -RA FEW003 OVC008 21/21 A2985 RMK AO2 SLP110 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T00:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","69","69","0.32","-RA:02 |RA |RA","+0.04","7","100","29.85","FEW:02 5 OVC:08 9","29.77","10.00","69","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13606/23/22 00:56:02 METAR KDAA 230556Z 00000KT 10SM -RA FEW005 OVC009 21/21 A2985 RMK AO2 SLP110 P0032 60176 T02080208 10238 20208 57013 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T01:11:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","70","70",,"-RA:02 |RA |RA",,,"100","29.86","OVC:08 7","29.77","10.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10106/23/22 01:11:02 METAR KDAA 230611Z 00000KT 10SM -RA OVC007 21/21 A2985 RMK AO2 CIG 007V009 SLP111 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T01:26:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","70","70",,"-RA:02 |RA |RA",,,"100","29.85","OVC:08 6","29.76","10.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08906/23/22 01:26:02 METAR KDAA 230626Z 00000KT 10SM -RA OVC006 21/21 A2984 RMK AO2 SLP107 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T01:41:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","70","70",,"DZ:01 |DZ |DZ",,,"100","29.85","OVC:08 7","29.76","6.00","70","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09806/23/22 01:41:02 METAR KDAA 230641Z 00000KT 6SM DZ OVC007 21/21 A2984 RMK AO2 RAE36DZB36 SLP107 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T01:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","69","69","0.01","-DZ:01 |DZ |DZ",,,"100","29.85","OVC:08 7","29.76","7.00","69","090",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11506/23/22 01:56:02 METAR KDAA 230656Z 09004KT 7SM -DZ OVC007 21/21 A2984 RMK AO2 RAE36DZB36 SLP107 P0001 T02060206 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T02:01:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","68","68",,"-DZ:01 |DZ |DZ",,,"100","29.85","BKN:07 8 OVC:08 13","29.76","8.00","68","070",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09506/23/22 02:01:02 METAR KDAA 230701Z 07004KT 8SM -DZ BKN008 OVC013 20/20 A2984 RMK AO2 SLP107 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T02:19:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","68","68",,"-DZ:01 |DZ |DZ",,,"100","29.85","BKN:07 7 OVC:08 11","29.76","10.00","68","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10806/23/22 02:19:02 METAR KDAA 230719Z 00000KT 10SM -DZ BKN007 OVC011 20/20 A2984 RMK AO2 CIG 007V009 SLP107 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T02:20:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","68","68",,,,,"100","29.85","BKN:07 7 OVC:08 11","29.76","10.00","68","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11006/23/22 02:20:02 METAR KDAA 230720Z 00000KT 10SM BKN007 OVC011 20/20 A2984 RMK AO2 DZE19 CIG 007V009 SLP107 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T02:30:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","68","68",,,,,"100","29.84","OVC:08 8","29.75","10.00","68","110",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09106/23/22 02:30:02 METAR KDAA 230730Z 11003KT 10SM OVC008 20/20 A2983 RMK AO2 DZE19 SLP104 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T02:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","67","67","0.01",,,,"98","29.85","OVC:08 8","29.76","10.00","67","100",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10706/23/22 02:56:02 METAR KDAA 230756Z 10004KT 10SM OVC008 20/19 A2984 RMK AO2 DZE19 SLP107 P0001 T01970194 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T03:10:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","66","68",,,,,"94","29.85","OVC:08 7","29.76","10.00","67","100",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08506/23/22 03:10:02 METAR KDAA 230810Z 10003KT 10SM OVC007 20/19 A2984 RMK AO2 SLP107 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T03:31:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","66","66",,"-RA:02 |RA |RA",,,"100","29.86","OVC:08 7","29.77","10.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09506/23/22 03:31:02 METAR KDAA 230831Z 00000KT 10SM -RA OVC007 19/19 A2985 RMK AO2 RAB31 SLP111 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T03:46:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","66","66",,,,,"100","29.85","OVC:08 7","29.76","10.00","66","110",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10206/23/22 03:46:02 METAR KDAA 230846Z 11005KT 10SM OVC007 19/19 A2984 RMK AO2 RAB31E44DZB44E46 SLP107 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T03:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","66","67","T",,"+0.01","5","97","29.85","OVC:08 9","29.76","10.00","66","100",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14206/23/22 03:56:02 METAR KDAA 230856Z 10003KT 10SM OVC009 19/19 A2984 RMK AO2 RAB31E44DZB44E46 CIG 007V009 SLP107 P0000 60002 T01920187 55004 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T04:16:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","64","66",,,,,"94","29.86","OVC:08 10","29.77","10.00","65","120",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08506/23/22 04:16:02 METAR KDAA 230916Z 12004KT 10SM OVC010 19/18 A2985 RMK AO2 SLP111 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T04:35:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","66","66",,,,,"100","29.87","SCT:04 7 OVC:08 10","29.78","10.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09206/23/22 04:35:02 METAR KDAA 230935Z 00000KT 10SM SCT007 OVC010 19/19 A2986 RMK AO2 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T04:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","65","66",,,,,"96","29.87","OVC:08 10","29.78","10.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09506/23/22 04:56:02 METAR KDAA 230956Z 00000KT 10SM OVC010 19/18 A2986 RMK AO2 SLP114 T01900183 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T05:16:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","66","66",,,,,"100","29.87","OVC:08 10","29.78","10.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09706/23/22 05:16:02 METAR KDAA 231016Z 00000KT 10SM OVC010 19/19 A2986 RMK AO2 CIG 008V010 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T05:21:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","66","66",,,,,"100","29.87","BKN:07 8 OVC:08 12","29.78","10.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10406/23/22 05:21:02 METAR KDAA 231021Z 00000KT 10SM BKN008 OVC012 19/19 A2986 RMK AO2 CIG 008V010 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T05:31:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","66","66",,,,,"100","29.87","OVC:08 10","29.78","10.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09706/23/22 05:31:02 METAR KDAA 231031Z 00000KT 10SM OVC010 19/19 A2986 RMK AO2 CIG 008V010 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T05:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","65","66",,,,,"97","29.86","OVC:08 10","29.77","10.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09506/23/22 05:56:02 METAR KDAA 231056Z 00000KT 10SM OVC010 19/18 A2985 RMK AO2 SLP111 T01890184 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T06:31:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","64","66",,,,,"94","29.87","OVC:08 9","29.78","10.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08506/23/22 06:31:02 METAR KDAA 231131Z 00000KT 10SM OVC009 19/18 A2986 RMK AO2 SLP114 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T06:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","65","66",,,"-0.04","0","97","29.89","OVC:08 9","29.80","10.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12506/23/22 06:56:02 METAR KDAA 231156Z 00000KT 10SM OVC009 19/18 A2988 RMK AO2 SLP121 60002 70212 T01890184 10209 20189 50013 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T07:02:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","64","66",,"-DZ:01 |DZ |DZ",,,"94","29.88","OVC:08 9","29.79","10.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09506/23/22 07:02:02 METAR KDAA 231202Z 00000KT 10SM -DZ OVC009 19/18 A2987 RMK AO2 DZB02 SLP117 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T07:26:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","66","66",,"-DZ:01 |DZ |DZ",,,"100","29.89","BKN:07 7 OVC:08 12","29.80","3.00","66","100",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11306/23/22 07:26:02 METAR KDAA 231226Z 10003KT 3SM -DZ BKN007 OVC012 19/19 A2988 RMK AO2 DZB02 CIG 007V009 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T07:36:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","66","66",,"-RA:02 |RA |RA",,,"100","29.89","OVC:08 10","29.80","4.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11406/23/22 07:36:02 METAR KDAA 231236Z 00000KT 4SM -RA OVC010 19/19 A2988 RMK AO2 DZB02E34RAB34 CIG 007V012 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T07:39:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","66","66",,"-RA:02 |RA |RA",,,"100","29.89","FEW:02 5 OVC:08 10","29.80","3.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12106/23/22 07:39:02 METAR KDAA 231239Z 00000KT 3SM -RA FEW005 OVC010 19/19 A2988 RMK AO2 DZB02E34RAB34 CIG 007V012 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T07:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","65","66","0.02","-DZ:01 |DZ |DZ",,,"98","29.89","SCT:04 5 OVC:08 10","29.80","5.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13306/23/22 07:56:02 METAR KDAA 231256Z 00000KT 5SM -DZ SCT005 OVC010 19/19 A2988 RMK AO2 DZB02E34RAB34E54DZB54 SLP121 P0002 T01880185 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:01:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","64","66",,"-DZ:01 |DZ |DZ",,,"94","29.89","OVC:08 8","29.80","6.00","65","100",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10006/23/22 08:01:02 METAR KDAA 231301Z 10003KT 6SM -DZ OVC008 19/18 A2988 RMK AO2 CIG 008V010 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:02:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","64","66",,"-DZ:01 |DZ |DZ",,,"94","29.89","BKN:07 6 OVC:08 10","29.80","6.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10706/23/22 08:02:02 METAR KDAA 231302Z 00000KT 6SM -DZ BKN006 OVC010 19/18 A2988 RMK AO2 CIG 006V010 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:07:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","64","66",,"-DZ:01 |DZ |DZ",,,"94","29.89","OVC:08 7","29.80","6.00","65","100",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10006/23/22 08:07:02 METAR KDAA 231307Z 10003KT 6SM -DZ OVC007 19/18 A2988 RMK AO2 CIG 006V010 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:23:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","64","66",,,,,"94","29.89","OVC:08 7","29.80","9.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09006/23/22 08:23:02 METAR KDAA 231323Z 00000KT 9SM OVC007 19/18 A2988 RMK AO2 DZE23 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:31:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","64","66",,"-DZ:01 |DZ |DZ",,,"94","29.89","OVC:08 7","29.80","8.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09906/23/22 08:31:02 METAR KDAA 231331Z 00000KT 8SM -DZ OVC007 19/18 A2988 RMK AO2 DZE23DZB31 SLP121 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","66","66",,"-DZ:01 |DZ |DZ",,,"100","29.91","OVC:08 8","29.82","3.00","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09906/23/22 08:51:02 METAR KDAA 231351Z 00000KT 3SM -DZ OVC008 19/19 A2990 RMK AO2 DZE23DZB31 SLP128 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:56:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","65","66","0.02","DZ:01 |DZ |DZ",,,"98","29.91","OVC:08 8","29.82","*","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11806/23/22 08:56:02 METAR KDAA 231356Z 00000KT 2 3/4SM DZ OVC008 19/19 A2990 RMK AO2 DZE23DZB31 SLP128 P0002 T01880185 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T08:58:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","66","66",,"-RA:02 |RA |RA",,,"100","29.91","SCT:04 6 OVC:08 10","29.82","*","66","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13406/23/22 08:58:02 METAR KDAA 231358Z 00000KT 2 1/4SM -RA SCT006 OVC010 19/19 A2990 RMK AO2 VIS 2 1/4V3 DZE55RAB55 CIG 007V010 SLP128 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T09:03:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","64","66",,"-RA:02 |RA |RA",,,"94","29.91","SCT:04 7 OVC:08 12","29.82","2.00V","65","080",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13406/23/22 09:03:02 METAR KDAA 231403Z 08003KT 2SM -RA SCT007 OVC012 19/18 A2990 RMK AO2 VIS 2V2 3/4 DZE1355RAB1355 CIG 008V012 SLP128 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72403793728","2022-06-23T09:08:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","64","66",,"-RA:02 |RA |RA",,,"94","29.91","FEW:02 8 OVC:08 12","29.82","*","65","070",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12606/23/22 09:08:02 METAR KDAA 231408Z 07003KT 2 3/4SM -RA FEW008 OVC012 19/18 A2990 RMK AO2 VIS 2V2 3/4 DZE1355RAB1355 SLP128 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
